loss,bay2_loss,row2_loss,tier2_loss,bay2_accuracy,row2_accuracy,tier2_accuracy,val_loss,val_bay2_loss,val_row2_loss,val_tier2_loss,val_bay2_accuracy,val_row2_accuracy,val_tier2_accuracy
7.575173854827881,3.6108903884887695,2.211374044418335,1.7529101371765137,0.04473469406366348,0.2459319680929184,0.29765987396240234,7.145468711853027,3.320774555206299,2.1223597526550293,1.7023341655731201,0.06576087325811386,0.3209782540798187,0.3213043510913849
7.052901744842529,3.2217135429382324,2.127075433731079,1.70411217212677,0.08440816402435303,0.30791836977005005,0.30862584710121155,6.922903537750244,3.146368980407715,2.0964276790618896,1.6801072359085083,0.07902173697948456,0.3209782540798187,0.322282612323761
6.879854202270508,3.1062912940979004,2.1009695529937744,1.6725938320159912,0.0965714305639267,0.30791836977005005,0.3273741602897644,6.760244846343994,3.0479767322540283,2.070711612701416,1.641556739807129,0.135869562625885,0.3209782540798187,0.321739137172699
6.707376480102539,3.0110950469970703,2.069650411605835,1.626631259918213,0.17765986919403076,0.30791836977005005,0.3510203957557678,6.579944133758545,2.950334310531616,2.038944721221924,1.5906652212142944,0.1909782588481903,0.3209782540798187,0.38499999046325684
6.5280842781066895,2.911444664001465,2.0372486114501953,1.5793917179107666,0.18819047510623932,0.30854421854019165,0.3811700642108917,6.40480899810791,2.8505945205688477,2.0045979022979736,1.5496169328689575,0.2126086950302124,0.3229347765445709,0.38663044571876526
6.3502326011657715,2.8160505294799805,2.0004730224609375,1.5337098836898804,0.23485714197158813,0.3168707489967346,0.3916190564632416,6.2338762283325195,2.760695695877075,1.9706569910049438,1.5025233030319214,0.23586957156658173,0.3335869610309601,0.40565216541290283
6.183224201202393,2.7293548583984375,1.9666248559951782,1.4872446060180664,0.24982312321662903,0.32451701164245605,0.40723809599876404,6.062899589538574,2.6730058193206787,1.934964895248413,1.4549285173416138,0.2594565153121948,0.3322826027870178,0.4238043427467346
6.015884876251221,2.6522746086120605,1.926076054573059,1.4375340938568115,0.2685442268848419,0.33243536949157715,0.4296598732471466,5.904078006744385,2.6042914390563965,1.8922226428985596,1.40756356716156,0.27880436182022095,0.3352173864841461,0.4241304397583008
5.861255645751953,2.5869321823120117,1.884062647819519,1.3902608156204224,0.27915647625923157,0.3377959132194519,0.44410884380340576,5.746757984161377,2.5470879077911377,1.8441722393035889,1.3554973602294922,0.2894565165042877,0.34923914074897766,0.4528260827064514
5.711157321929932,2.5334579944610596,1.8376225233078003,1.3400766849517822,0.29529252648353577,0.3424761891365051,0.4629387855529785,5.600234508514404,2.497370958328247,1.797776222229004,1.3050880432128906,0.3056521713733673,0.35271739959716797,0.4666304290294647
5.570797920227051,2.4862282276153564,1.7918334007263184,1.2927356958389282,0.30078911781311035,0.35216325521469116,0.48530611395835876,5.457415580749512,2.447800397872925,1.7498613595962524,1.2597534656524658,0.3085869550704956,0.35847824811935425,0.48782607913017273
5.438210487365723,2.441187620162964,1.747354507446289,1.2496689558029175,0.3218231201171875,0.36174148321151733,0.503782331943512,5.33583402633667,2.40850830078125,1.7081151008605957,1.2192105054855347,0.31706520915031433,0.37173911929130554,0.5145652294158936
5.330522537231445,2.400179147720337,1.71213960647583,1.218204140663147,0.32756462693214417,0.3678639531135559,0.5147482752799988,5.231480121612549,2.366551399230957,1.6739674806594849,1.1909615993499756,0.33695653080940247,0.3774999976158142,0.5179347991943359
5.231688022613525,2.3593719005584717,1.6805678606033325,1.191748023033142,0.3531428575515747,0.3792925179004669,0.5191836953163147,5.13625955581665,2.3252151012420654,1.6436294317245483,1.1674154996871948,0.36728259921073914,0.38891303539276123,0.5267391204833984
5.142521858215332,2.317871332168579,1.6543480157852173,1.170301914215088,0.3619863986968994,0.3922449052333832,0.519727885723114,5.050896167755127,2.2833240032196045,1.6206696033477783,1.1469024419784546,0.3741304278373718,0.39945653080940247,0.5260869860649109
5.063767910003662,2.2766048908233643,1.6337960958480835,1.1533671617507935,0.37755101919174194,0.39907482266426086,0.5192925333976746,4.9816975593566895,2.242612838745117,1.6040140390396118,1.135071039199829,0.3927173912525177,0.39978259801864624,0.5292391180992126
4.993997097015381,2.235448122024536,1.6180142164230347,1.1405344009399414,0.39711564779281616,0.410421758890152,0.520326554775238,4.909658432006836,2.2043166160583496,1.5853689908981323,1.119972825050354,0.40336957573890686,0.4247826039791107,0.5301086902618408
4.929481029510498,2.1957011222839355,1.6042709350585938,1.129508376121521,0.40408164262771606,0.41474831104278564,0.5205169916152954,4.848016738891602,2.1640148162841797,1.5743340253829956,1.1096683740615845,0.40815216302871704,0.4227173924446106,0.5274999737739563
4.862797737121582,2.1506145000457764,1.5925196409225464,1.1196625232696533,0.42021769285202026,0.42087075114250183,0.5193741321563721,4.776669025421143,2.114168405532837,1.5613890886306763,1.1011114120483398,0.42206522822380066,0.42847827076911926,0.5295652151107788
4.793552398681641,2.1010286808013916,1.581107497215271,1.1114158630371094,0.43183672428131104,0.42383673787117004,0.521142840385437,4.715470790863037,2.0724942684173584,1.5507421493530273,1.0922343730926514,0.4281521737575531,0.42739129066467285,0.5291304588317871
4.733697414398193,2.059041738510132,1.5715440511703491,1.1031115055084229,0.44348299503326416,0.4258503317832947,0.5239999890327454,4.655324459075928,2.0285966396331787,1.5411161184310913,1.0856114625930786,0.447826087474823,0.4434782564640045,0.5249999761581421
4.675947666168213,2.0160696506500244,1.562966227531433,1.0969107151031494,0.45107483863830566,0.4288163185119629,0.5224761962890625,4.600464344024658,1.9871437549591064,1.533699870109558,1.0796207189559937,0.4689130485057831,0.44108694791793823,0.5327174067497253
4.622507095336914,1.974772334098816,1.5561672449111938,1.091567873954773,0.46941497921943665,0.43126529455184937,0.5235918164253235,4.549394130706787,1.947434425354004,1.527306318283081,1.0746536254882812,0.47413042187690735,0.4355434775352478,0.529891312122345
4.570803165435791,1.9343982934951782,1.5501627922058105,1.0862423181533813,0.48013606667518616,0.4291972815990448,0.5226394534111023,4.494461536407471,1.907570242881775,1.5192393064498901,1.0676519870758057,0.47913044691085815,0.4405434727668762,0.5308695435523987
4.519796371459961,1.8955662250518799,1.5434486865997314,1.0807807445526123,0.4899047613143921,0.43063944578170776,0.5240816473960876,4.445929050445557,1.8672583103179932,1.514769196510315,1.0639015436172485,0.4969565272331238,0.44999998807907104,0.5281521677970886
4.469272613525391,1.8559138774871826,1.5374047756195068,1.0759538412094116,0.5019592046737671,0.43455782532691956,0.5237006545066833,4.399159908294678,1.830643892288208,1.5091557502746582,1.059360146522522,0.5153260827064514,0.4454347789287567,0.5290217399597168
4.425536155700684,1.8202956914901733,1.5331168174743652,1.0721235275268555,0.5187755227088928,0.43246257305145264,0.5226938724517822,4.355146884918213,1.7934410572052002,1.504873514175415,1.0568318367004395,0.5280434489250183,0.4434782564640045,0.5286956429481506
4.381189823150635,1.785290241241455,1.5278126001358032,1.0680872201919556,0.5326802730560303,0.43284353613853455,0.5233469605445862,4.316402435302734,1.764979600906372,1.5003005266189575,1.0511223077774048,0.5327174067497253,0.44467392563819885,0.5305435061454773
4.341418743133545,1.7533228397369385,1.523960828781128,1.0641355514526367,0.5399727821350098,0.43159183859825134,0.5232381224632263,4.276068210601807,1.731368064880371,1.4960542917251587,1.0486459732055664,0.539673924446106,0.44358694553375244,0.5338043570518494
4.302712440490723,1.7215081453323364,1.5197497606277466,1.0614542961120605,0.5499319434165955,0.43417686223983765,0.5256598591804504,4.242375373840332,1.7018791437149048,1.4937868118286133,1.0467095375061035,0.5366304516792297,0.4419565200805664,0.5294564962387085
4.2656354904174805,1.6904081106185913,1.5165859460830688,1.0586410760879517,0.5567891001701355,0.4343673586845398,0.5238639712333679,4.199889659881592,1.6682274341583252,1.4887789487838745,1.0428831577301025,0.5649999976158142,0.44369566440582275,0.5297825932502747
4.229220390319824,1.6605206727981567,1.5127235651016235,1.0559759140014648,0.5692517161369324,0.4328163266181946,0.5241904854774475,4.165866851806641,1.6403436660766602,1.4857105016708374,1.0398123264312744,0.573913037776947,0.44326087832450867,0.5316304564476013
4.1956281661987305,1.6327892541885376,1.509811282157898,1.0530277490615845,0.5822585225105286,0.433877557516098,0.5239183902740479,4.133214473724365,1.6127429008483887,1.4827384948730469,1.0377331972122192,0.5952174067497253,0.4473913013935089,0.5276086926460266
4.162826061248779,1.6058248281478882,1.5065419673919678,1.0504590272903442,0.5896870493888855,0.4352380931377411,0.5260136127471924,4.1007399559021,1.5857727527618408,1.4799718856811523,1.0349949598312378,0.5981521606445312,0.44663044810295105,0.5301086902618408
4.131890296936035,1.5802586078643799,1.5036083459854126,1.0480235815048218,0.5951020121574402,0.4333605468273163,0.5260680317878723,4.071917533874512,1.5617153644561768,1.4774326086044312,1.0327699184417725,0.5994565486907959,0.44554346799850464,0.5327174067497253
4.103222370147705,1.5563364028930664,1.5009301900863647,1.045956015586853,0.6031292676925659,0.4372789263725281,0.526585042476654,4.044013500213623,1.5388544797897339,1.4748642444610596,1.0302951335906982,0.6060869693756104,0.44663044810295105,0.5323913097381592
4.0731658935546875,1.5322883129119873,1.497191071510315,1.0436867475509644,0.6049795746803284,0.4366530478000641,0.5307210683822632,4.013356685638428,1.5152254104614258,1.4708564281463623,1.0272750854492188,0.6119565367698669,0.45141303539276123,0.533695638179779
4.048914432525635,1.511218547821045,1.495626449584961,1.042069435119629,0.6143673658370972,0.43629932403564453,0.5296598672866821,3.988215684890747,1.4922293424606323,1.4690042734146118,1.0269817113876343,0.6106521487236023,0.44717392325401306,0.5340217351913452
4.0188307762146,1.4868950843811035,1.4919639825820923,1.0399709939956665,0.6216326355934143,0.4400816261768341,0.529115617275238,3.967966079711914,1.4741277694702148,1.4675037860870361,1.0263346433639526,0.6225000023841858,0.44271740317344666,0.5379347801208496
3.9946467876434326,1.4668344259262085,1.4894763231277466,1.0383362770080566,0.6261224746704102,0.4378231167793274,0.530421793460846,3.940115213394165,1.4519306421279907,1.464321494102478,1.0238629579544067,0.6386956572532654,0.4541304409503937,0.5417391061782837
3.969292640686035,1.444848656654358,1.4874436855316162,1.037000298500061,0.6364898085594177,0.43877550959587097,0.5299319624900818,3.908402919769287,1.4276037216186523,1.4599570035934448,1.0208419561386108,0.6426087021827698,0.44945651292800903,0.5377174019813538
3.9438812732696533,1.4249306917190552,1.4843064546585083,1.0346442461013794,0.6389659643173218,0.4410340189933777,0.5332517027854919,3.88651704788208,1.4073652029037476,1.4582346677780151,1.0209177732467651,0.6366304159164429,0.4498912990093231,0.5395652055740356
3.9160990715026855,1.4021388292312622,1.4815043210983276,1.0324556827545166,0.648489773273468,0.4424489736557007,0.5337142944335938,3.862147569656372,1.38835871219635,1.4556589126586914,1.018129825592041,0.6468478441238403,0.4553260803222656,0.5410869717597961
